"","Provinsi","Tahun","Bulan","Curah_Hujan","Produksi_Jagung_Bulanan","Produksi_Ayam_Bulanan","Kebutuhan_Jagung_Bulanan","Neraca_Jagung_Bulanan","Status"
"234","jawatimur",2024,6,74.5231678009033,384799.989111043,42202.668625,42713.7736083478,342086.215502696,"SURPLUS"
"235","jawatimur",2024,7,35.9547081311544,253327.022047263,42202.668625,42713.7736083478,210613.248438916,"SURPLUS"
"236","jawatimur",2024,8,13.4903482993444,330785.120904151,42202.668625,42713.7736083478,288071.347295804,"SURPLUS"
"237","jawatimur",2024,9,52.6170261065165,459232.029196499,42202.668625,42713.7736083478,416518.255588151,"SURPLUS"
"238","jawatimur",2024,10,58.3709190686544,310408.433492219,42202.668625,42713.7736083478,267694.659883871,"SURPLUS"
"239","jawatimur",2024,11,279.765937550863,239776.222221048,42202.668625,42713.7736083478,197062.4486127,"SURPLUS"
"240","jawatimur",2024,12,481.819034322103,280197.929140469,48695.386875,49285.1233942474,230912.805746222,"SURPLUS"
"241","yogyakarta",2020,1,261.566925048828,3453.85645388123,4629.3983125,4685.46368998702,-1231.60723610579,"DEFISIT"
"242","yogyakarta",2020,2,428.190727233887,8959.90523172552,4629.3983125,4685.46368998702,4274.4415417385,"SURPLUS"
"243","yogyakarta",2020,3,402.208030700684,34558.685370862,4629.3983125,4685.46368998702,29873.221680875,"SURPLUS"
"244","yogyakarta",2020,4,234.777206420898,27406.0975552959,4629.3983125,4685.46368998702,22720.6338653089,"SURPLUS"
"245","yogyakarta",2020,5,228.34574508667,13960.8369631229,5341.6134375,5406.30425767733,8554.53270544554,"SURPLUS"
"246","yogyakarta",2020,6,36.5845155715942,7109.0981510664,4629.3983125,4685.46368998702,2423.63446107937,"SURPLUS"
"247","yogyakarta",2020,7,35.7989192008972,9082.73217377111,4629.3983125,4685.46368998702,4397.26848378409,"SURPLUS"
"248","yogyakarta",2020,8,58.3862028121948,13716.3119643798,4629.3983125,4685.46368998702,9030.84827439275,"SURPLUS"
"249","yogyakarta",2020,9,57.8144445419312,14525.5606748435,4629.3983125,4685.46368998702,9840.09698485647,"SURPLUS"
"250","yogyakarta",2020,10,170.791526794434,20010.201105123,4629.3983125,4685.46368998702,15324.7374151359,"SURPLUS"
"251","yogyakarta",2020,11,246.277088165283,7712.84403677479,4629.3983125,4685.46368998702,3027.38034678777,"SURPLUS"
"252","yogyakarta",2020,12,375.935676574707,8934.58031915388,5341.6134375,5406.30425767733,3528.27606147655,"SURPLUS"
"253","yogyakarta",2021,1,351.277099609375,3809.64005328121,4482.894,4537.18510380623,-727.545050525021,"DEFISIT"
"254","yogyakarta",2021,2,533.550277709961,10132.2293751164,4482.894,4537.18510380623,5595.04427131012,"SURPLUS"
"255","yogyakarta",2021,3,302.145843505859,33649.2891249968,4482.894,4537.18510380623,29112.1040211906,"SURPLUS"
"256","yogyakarta",2021,4,193.760410308838,31019.9382943339,4482.894,4537.18510380623,26482.7531905277,"SURPLUS"
"257","yogyakarta",2021,5,82.6491851806641,17601.4807007883,5172.57,5235.21358131488,12366.2671194735,"SURPLUS"
"258","yogyakarta",2021,6,232.443927764893,13169.9413544419,4482.894,4537.18510380623,8632.75625063564,"SURPLUS"
"259","yogyakarta",2021,7,23.9711008071899,8843.72596023191,4482.894,4537.18510380623,4306.54085642568,"SURPLUS"
"260","yogyakarta",2021,8,37.6426723003387,11685.7136926457,4482.894,4537.18510380623,7148.52858883949,"SURPLUS"
"261","yogyakarta",2021,9,108.59690284729,28964.0343114594,4482.894,4537.18510380623,24426.8492076532,"SURPLUS"
"262","yogyakarta",2021,10,148.523170471191,19483.6471243499,4482.894,4537.18510380623,14946.4620205437,"SURPLUS"
"263","yogyakarta",2021,11,473.612373352051,8692.01963840167,4482.894,4537.18510380623,4154.83453459544,"SURPLUS"
"264","yogyakarta",2021,12,365.167625427246,10102.9503699528,5172.57,5235.21358131488,4867.73678863797,"SURPLUS"
"265","yogyakarta",2022,1,233.31396484375,4696.2302650212,6151.494375,6225.99344182526,-1529.76317680406,"DEFISIT"
"266","yogyakarta",2022,2,303.36026763916,10519.848324891,6151.494375,6225.99344182526,4293.8548830657,"SURPLUS"
"267","yogyakarta",2022,3,364.728843688965,32026.5800015395,6151.494375,6225.99344182526,25800.5865597142,"SURPLUS"
"268","yogyakarta",2022,4,207.924415588379,32169.6800142711,6151.494375,6225.99344182526,25943.6865724458,"SURPLUS"
"269","yogyakarta",2022,5,188.735637664795,17581.0228695404,7097.878125,7183.83858672145,10397.184282819,"SURPLUS"
"270","yogyakarta",2022,6,162.325302124023,15811.7194534036,6151.494375,6225.99344182526,9585.72601157836,"SURPLUS"
"271","yogyakarta",2022,7,64.1584930419922,14807.078964944,6151.494375,6225.99344182526,8581.08552311879,"SURPLUS"
"272","yogyakarta",2022,8,75.0449295043945,22603.8126685949,6151.494375,6225.99344182526,16377.8192267696,"SURPLUS"
"273","yogyakarta",2022,9,99.9851703643799,30013.1509559081,6151.494375,6225.99344182526,23787.1575140828,"SURPLUS"
"274","yogyakarta",2022,10,251.116836547852,18319.6929040127,6151.494375,6225.99344182526,12093.6994621874,"SURPLUS"
"275","yogyakarta",2022,11,380.979209899902,9008.47756777411,6151.494375,6225.99344182526,2782.48412594886,"SURPLUS"
"276","yogyakarta",2022,12,335.636642456055,10489.1060100995,7097.878125,7183.83858672145,3305.26742337802,"SURPLUS"
"277","yogyakarta",2023,1,227.450950622559,6724.39736959699,5710.68875,5779.84934039792,944.548029199069,"SURPLUS"
"278","yogyakarta",2023,2,416.901023864746,12828.8422869188,5710.68875,5779.84934039792,7048.99294652091,"SURPLUS"
"279","yogyakarta",2023,3,270.385604858398,41243.2680755524,5710.68875,5779.84934039792,35463.4187351544,"SURPLUS"
"280","yogyakarta",2023,4,183.293048858643,39258.3583247906,6589.25625,6669.05693122837,32589.3013935623,"SURPLUS"
"281","yogyakarta",2023,5,110.105991363525,22640.5346282746,5710.68875,5779.84934039792,16860.6852878767,"SURPLUS"
"282","yogyakarta",2023,6,39.5358099937439,8484.18997270378,5710.68875,5779.84934039792,2704.34063230586,"SURPLUS"
"283","yogyakarta",2023,7,29.2081270217896,10852.8863992138,5710.68875,5779.84934039792,5073.03705881587,"SURPLUS"
"284","yogyakarta",2023,8,9.49582743644714,15473.0018385272,5710.68875,5779.84934039792,9693.1524981293,"SURPLUS"
"285","yogyakarta",2023,9,3.16575145721436,18979.9455007909,5710.68875,5779.84934039792,13200.096160393,"SURPLUS"
"286","yogyakarta",2023,10,44.0264596939087,9950.29959584254,5710.68875,5779.84934039792,4170.45025544462,"SURPLUS"
"287","yogyakarta",2023,11,209.953449249268,13574.4184241295,5710.68875,5779.84934039792,7794.56908373158,"SURPLUS"
"288","yogyakarta",2023,12,155.432147979736,17535.5875836589,6589.25625,6669.05693122837,10866.5306524305,"SURPLUS"
"289","yogyakarta",2024,1,315.729694366455,4371.02688566078,5457.7713125,5523.86888894896,-1152.84200328818,"DEFISIT"
"290","yogyakarta",2024,2,306.916946411133,11594.4611660334,5457.7713125,5523.86888894896,6070.59227708444,"SURPLUS"
"291","yogyakarta",2024,3,380.946868896484,39160.7401349546,5457.7713125,5523.86888894896,33636.8712460057,"SURPLUS"
"292","yogyakarta",2024,4,275.721431732178,31301.2092967223,6297.4284375,6373.69487186419,24927.5144248581,"SURPLUS"
"293","yogyakarta",2024,5,36.0092043876648,8957.22135062995,5457.7713125,5523.86888894896,3433.35246168099,"SURPLUS"
"294","yogyakarta",2024,6,45.0058641433716,8055.79192323368,5457.7713125,5523.86888894896,2531.92303428472,"SURPLUS"
"295","yogyakarta",2024,7,28.7448992729187,10292.2493493103,5457.7713125,5523.86888894896,4768.38046036131,"SURPLUS"
"296","yogyakarta",2024,8,26.0689086914062,13046.1565340637,5457.7713125,5523.86888894896,7522.28764511478,"SURPLUS"
"297","yogyakarta",2024,9,53.014422416687,18413.4892856354,5457.7713125,5523.86888894896,12889.6203966864,"SURPLUS"
"298","yogyakarta",2024,10,98.6800060272217,22674.8945009075,5457.7713125,5523.86888894896,17151.0256119585,"SURPLUS"
"299","yogyakarta",2024,11,385.469551086426,9950.02551481725,5457.7713125,5523.86888894896,4426.15662586829,"SURPLUS"
"300","yogyakarta",2024,12,429.666275024414,11561.0340580311,6297.4284375,6373.69487186419,5187.3391861669,"SURPLUS"
